winner_name,loser_name,event_date,method,round,time,time_format,bout_type,event_name,event_location,winner_stance,loser_stance,winner,delta_kd,delta_sig_str_pct,delta_total_str_pct,delta_td_pct,delta_sub_att,delta_rev,delta_ctrl,delta_sig_str_head_acc_pct,delta_sig_str_body_acc_pct,delta_sig_str_leg_acc_pct,delta_sig_str_distance_acc_pct,delta_sig_str_clinch_acc_pct,delta_sig_str_ground_acc_pct,delta_sig_str_head_tar_pct,delta_sig_str_body_tar_pct,delta_sig_str_leg_tar_pct,delta_sig_str_distance_pos_pct,delta_sig_str_clinch_pos_pct,delta_sig_str_ground_pos_pct,delta_height,delta_reach,delta_slpm_cs,delta_str_acc_cs,delta_sapm_cs,delta_str_def_cs,delta_td_avg_cs,delta_td_acc_cs,delta_td_def_cs,delta_sub_avg_cs,time_seconds
RYAN HALL,ARTEM LOBOV,2015-12-11,Decision - Unanimous,3.0,5:00,3 Rnd + OT (5-5-5-5),Ultimate Fighter 22 Lightweight Tournament Title Bout,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Las Vegas, Nevada, USA",Southpaw,Southpaw,blue,0.0,38.0,34.08,33.0,1.0,0.0,139.0,50.0,12.5,-12.5,27.5,0.0,-17.65,15.0,4.0,-20.0,-11.0,0.0,10.0,2.54,12.7,-1.2,2.0,-3.86,25.0,-0.08,-9.0,-52.0,0.9,300
CHRIS GRUETZEMACHER,ABNER LLOVERAS,2015-12-11,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,7.0,11.18,-20.0,0.0,0.0,-143.0,-0.62,-9.17,-4.88,7.45,4.3,0.0,-18.0,-14.0,31.0,-2.0,2.0,0.0,-7.62,,0.75,8.0,-1.33,12.0,-2.0,-20.0,62.0,0.0,300
TONY FERGUSON,EDSON BARBOZA,2015-12-11,Submission,2.0,2:54,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,4.0,4.88,-66.0,1.0,0.0,-97.0,6.47,27.58,-10.0,-0.8,100.0,13.75,20.0,-30.0,10.0,-17.0,1.0,15.0,0.0,2.54,1.48,2.0,-0.09,-1.0,0.01,-2.0,-8.0,1.0,174
FRANKIE EDGAR,CHAD MENDES,2015-12-11,KO/TKO,1.0,2:28,5 Rnd (5-5-5-5-5),Featherweight Bout,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,11.0,11.21,0.0,0.0,0.0,1.0,28.31,50.0,-33.33,7.26,0.0,100.0,49.0,15.0,-65.0,-16.0,0.0,15.0,0.0,5.08,0.92,-10.0,0.36,-1.0,-1.85,-24.0,-35.0,0.0,148
GABRIEL GONZAGA,KONSTANTIN EROKHIN,2015-12-11,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Heavyweight Bout,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,15.0,9.65,28.0,0.0,0.0,171.0,9.29,-20.0,80.0,12.21,-41.67,61.54,-20.0,0.0,20.0,-31.0,-8.0,40.0,7.62,,1.05,9.0,1.11,10.0,2.8,39.0,-4.0,1.1,300
GEANE HERRERA,JOBY SANCHEZ,2015-12-11,KO/TKO,2.0,4:28,3 Rnd (5-5-5),Flyweight Bout,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,-2.0,-0.71,100.0,0.0,0.0,8.0,5.63,0.0,50.0,-3.17,-38.1,100.0,31.0,-36.0,6.0,-8.0,-4.0,12.0,-2.54,-5.08,-1.71,-5.0,2.25,-11.0,-0.12,-34.0,-13.0,0.2,268
EVAN DUNHAM,JOE LAUZON,2015-12-11,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Las Vegas, Nevada, USA",Southpaw,Orthodox,blue,0.0,6.0,7.97,33.0,0.0,0.0,96.0,2.86,22.41,0.0,7.59,-11.54,0.0,-13.0,9.0,3.0,-2.0,2.0,0.0,0.0,-2.54,2.49,0.0,-1.85,7.0,-0.57,-12.0,25.0,-1.0,300
JULIAN EROSA,MARCIN WRZOSEK,2015-12-11,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Las Vegas, Nevada, USA",Southpaw,,red,0.0,13.0,6.52,41.0,2.0,0.0,-2.0,4.27,2.35,6.67,12.36,9.07,-8.33,-25.0,38.0,-14.0,-6.0,11.0,-5.0,10.16,,1.6,4.0,1.65,7.0,-1.68,29.0,25.0,0.9,300
RYAN LAFLARE,MIKE PIERCE,2015-12-11,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,1.0,4.76,0.0,0.0,0.0,-148.0,-2.18,6.68,0.0,1.55,16.54,0.0,-15.0,19.0,-4.0,9.0,-9.0,0.0,12.7,7.62,0.27,-2.0,-0.5,1.0,-0.95,2.0,-13.0,0.0,300
TATSUYA KAWAJIRI,JASON KNIGHT,2015-12-11,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,7.0,13.71,75.0,-1.0,0.0,817.0,3.14,100.0,100.0,10.0,-66.67,-10.12,-11.0,7.0,3.0,-7.0,-7.0,14.0,-7.62,-5.08,-0.91,11.0,-1.01,-1.0,2.32,17.0,16.0,-0.6,300
ALJAMAIN STERLING,JOHNNY EDUARDO,2015-12-10,Submission,2.0,4:18,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,21.0,28.51,100.0,1.0,0.0,207.0,35.0,42.86,-7.14,8.97,100.0,57.14,60.0,26.0,-87.0,-57.0,4.0,52.0,0.0,0.0,1.37,14.0,-1.19,-4.0,2.54,32.0,-18.0,0.1,258
DANNY ROBERTS,NATHAN COY,2015-12-10,Submission,1.0,2:46,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Southpaw,Southpaw,red,0.0,-9.0,-8.57,-100.0,1.0,0.0,-43.0,-18.59,33.33,33.34,-6.59,50.0,-100.0,-40.0,16.0,24.0,2.0,16.0,-18.0,7.62,12.7,-0.47,-8.0,0.68,-6.0,-2.99,-41.0,3.0,0.4,166
THIAGO SANTOS,ELIAS THEODOROU,2015-12-10,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,35.0,37.75,43.0,0.0,0.0,-355.0,46.15,19.75,29.58,20.07,11.9,100.0,34.0,-30.0,-4.0,-44.0,40.0,3.0,2.54,2.54,0.08,6.0,-0.06,2.0,-0.57,10.0,7.0,0.1,300
MICHAEL CHIESA,JIM MILLER,2015-12-10,Submission,2.0,2:57,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Southpaw,Southpaw,blue,0.0,-3.0,-1.29,100.0,0.0,-1.0,106.0,-2.38,0.0,100.0,-26.67,0.0,66.67,13.0,-21.0,7.0,-77.0,0.0,76.0,12.7,10.16,-1.03,-2.0,-1.72,-2.0,2.11,7.0,21.0,-0.8,177
KAILIN CURRAN,EMILY KAGAN,2015-12-10,Submission,2.0,4:13,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,,red,0.0,15.0,8.71,89.0,2.0,0.0,-202.0,0.81,8.33,33.33,8.36,42.73,0.0,-39.0,39.0,0.0,-20.0,20.0,0.0,2.54,,1.29,7.0,-0.54,15.0,0.14,43.0,11.0,0.6,253
SERGIO MORAES,OMARI AKHMEDOV,2015-12-10,KO/TKO,3.0,2:18,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,0.0,1.0,-0.24,-100.0,0.0,0.0,-49.0,10.28,-44.45,13.34,1.94,-16.67,33.33,32.0,-19.0,-13.0,8.0,-1.0,-7.0,0.0,-2.54,-0.53,7.0,1.14,2.0,-1.43,-11.0,10.0,0.1,138
ROSE NAMAJUNAS,PAIGE VANZANT,2015-12-10,Submission,5.0,2:25,5 Rnd (5-5-5-5-5),Women's Strawweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,37.0,11.18,80.0,4.0,0.0,974.0,45.77,48.33,20.0,33.55,19.23,61.76,55.0,-19.0,-37.0,-33.0,-5.0,36.0,2.54,0.0,0.78,-12.0,1.36,18.0,0.64,20.0,16.0,-0.2,145
SAGE NORTHCUTT,CODY PFISTER,2015-12-10,Submission,2.0,0:41,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,26.0,-0.43,0.0,1.0,0.0,-80.0,23.21,100.0,0.0,33.34,0.0,20.0,-25.0,25.0,0.0,5.0,0.0,-5.0,5.08,-5.08,2.17,27.0,-0.84,7.0,-1.01,4.0,41.0,0.6,41
SANTIAGO PONZINIBBIO,ANDREAS STAHL,2015-12-10,KO/TKO,1.0,4:25,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,21.0,22.82,-100.0,0.0,0.0,-4.0,33.82,5.71,16.67,20.46,50.0,100.0,37.0,-16.0,-21.0,-7.0,2.0,4.0,2.54,,1.38,3.0,-0.69,7.0,-1.03,-22.0,-20.0,0.0,265
TIM MEANS,JOHN HOWARD,2015-12-10,KO/TKO,2.0,0:21,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,15.0,17.29,-100.0,0.0,0.0,-57.0,19.26,14.71,22.22,18.2,-7.14,100.0,9.0,14.0,-25.0,14.0,-18.0,2.0,17.78,7.62,3.01,-2.0,0.5,10.0,-1.78,-8.0,11.0,-0.2,21
ZUBAIRA TUKHUGOV,PHILLIPE NOVER,2015-12-10,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Namajunas vs. VanZant,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,0.0,1.1,100.0,0.0,0.0,17.0,9.43,-18.67,25.0,-4.35,26.67,66.67,41.0,-51.0,9.0,-19.0,9.0,9.0,-2.54,-10.16,0.75,3.0,0.05,7.0,1.55,18.0,56.0,-0.7,300
BENSON HENDERSON,JORGE MASVIDAL,2015-11-28,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),Welterweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Southpaw,Orthodox,red,0.0,9.0,-1.57,5.0,-1.0,0.0,183.0,14.35,-19.15,0.0,10.09,11.55,0.0,-1.0,-18.0,18.0,4.0,-5.0,0.0,-5.08,-10.16,-1.27,-2.0,-1.21,-2.0,0.83,-14.0,-14.0,0.4,300
DOMINIQUE STEELE,DONG HYUN MA,2015-11-28,KO/TKO,3.0,0:27,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Orthodox,Orthodox,red,1.0,14.0,7.86,100.0,0.0,0.0,295.0,29.57,-33.34,-100.0,-6.38,14.29,70.0,55.0,-50.0,-5.0,-36.0,-22.0,58.0,-2.54,10.16,-0.52,8.0,-1.68,-4.0,1.68,-11.0,43.0,0.0,27
DONG HYUN KIM,DOMINIC WATERS,2015-11-28,KO/TKO,1.0,3:11,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Southpaw,Orthodox,red,0.0,75.0,95.79,50.0,0.0,0.0,67.0,71.43,100.0,0.0,0.0,100.0,83.33,83.0,16.0,0.0,0.0,16.0,83.0,2.54,-7.62,1.64,26.0,-0.64,19.0,-1.14,-9.0,43.0,0.6,191
DONGI YANG,JAKE COLLIER,2015-11-28,KO/TKO,2.0,1:50,3 Rnd (5-5-5),Middleweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Southpaw,Orthodox,red,-1.0,16.0,10.63,16.0,0.0,0.0,11.0,27.53,30.77,16.67,15.55,33.33,66.67,43.0,-23.0,-19.0,-39.0,-3.0,41.0,-12.7,-12.7,-1.37,10.0,-0.88,10.0,1.13,18.0,-6.0,0.1,110
DOOHO CHOI,SAM SICILIA,2015-11-28,KO/TKO,1.0,1:33,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Orthodox,Orthodox,red,1.0,27.0,27.12,0.0,0.0,0.0,6.0,30.5,100.0,-100.0,22.89,100.0,80.0,19.0,5.0,-25.0,-28.0,5.0,22.0,5.08,7.62,2.54,22.0,0.88,-2.0,-0.19,10.0,-11.0,-0.4,93
MARCO BELTRAN,GUANGYOU NING,2015-11-28,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Orthodox,Southpaw,blue,0.0,-4.0,-19.62,100.0,0.0,0.0,-227.0,-5.58,0.66,13.33,-3.0,-16.96,-25.0,-4.0,19.0,-14.0,0.0,10.0,-10.0,10.16,12.7,-0.59,-4.0,0.02,2.0,-0.39,0.0,-16.0,-0.1,300
SEO HEE HAM,CORTNEY CASEY,2015-11-28,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Southpaw,Orthodox,red,0.0,6.0,9.22,0.0,0.0,0.0,103.0,6.66,7.85,-2.98,11.5,-29.63,0.0,-5.0,9.0,-5.0,9.0,-9.0,0.0,-12.7,-12.7,-0.13,1.0,0.96,9.0,-0.28,-27.0,28.0,-0.4,300
TAE HYUN BANG,LEO KUNTZ,2015-11-28,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Switch,Orthodox,red,1.0,15.0,0.83,75.0,1.0,1.0,-360.0,16.03,30.56,50.0,15.37,-13.64,-18.18,12.0,-7.0,-5.0,-12.0,1.0,10.0,-2.54,,1.04,6.0,-1.73,21.0,-1.5,8.0,24.0,-0.2,300
FREDY SERRANO,YAO ZHIKUI,2015-11-28,KO/TKO,1.0,0:44,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Orthodox,Orthodox,blue,0.0,44.0,46.97,50.0,0.0,0.0,2.0,30.0,0.0,100.0,66.67,0.0,0.0,-67.0,0.0,66.0,66.0,-67.0,0.0,-5.08,2.54,0.14,5.0,-0.93,13.0,2.18,9.0,26.0,0.0,44
ALBERTO MINA,YOSHIHIRO AKIYAMA,2015-11-28,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Orthodox,Orthodox,blue,1.0,-9.0,-9.77,13.0,0.0,0.0,-47.0,-11.38,4.76,6.4,-8.08,-47.37,-16.67,-1.0,5.0,-3.0,-3.0,13.0,-10.0,5.08,5.08,0.13,-3.0,0.08,-10.0,-0.44,-47.0,-42.0,-1.0,300
MIKE DE LA TORRE,YUI CHUL NAM,2015-11-28,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Henderson vs Masvidal,"Seoul, South Korea",Orthodox,Orthodox,blue,0.0,5.0,8.38,-4.0,0.0,0.0,-69.0,9.53,22.22,100.0,9.81,-10.04,100.0,24.0,-28.0,4.0,10.0,-23.0,12.0,5.08,,-0.32,-12.0,2.75,3.0,-0.97,0.0,26.0,-0.3,300
ALEJANDRO PEREZ,SCOTT JORGENSEN,2015-11-21,KO/TKO,2.0,4:26,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Orthodox,red,0.0,13.0,14.95,-33.0,0.0,0.0,-33.0,8.87,33.34,-14.13,10.33,50.0,-33.33,-15.0,6.0,8.0,-11.0,5.0,6.0,2.54,2.54,0.15,-5.0,-0.47,-1.0,-2.09,-25.0,14.0,-0.6,266
MARCO POLO REYES,CESAR ARZAMENDIA,2015-11-21,KO/TKO,1.0,3:42,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Orthodox,blue,1.0,-2.0,-0.92,-75.0,0.0,0.0,-70.0,12.12,-30.31,-100.0,-5.49,0.0,100.0,47.0,-33.0,-12.0,-2.0,-17.0,20.0,0.0,,0.63,-8.0,0.32,3.0,-7.32,-75.0,46.0,-2.4,222
LEANDRO SILVA,EFRAIN ESCUDERO,2015-11-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Orthodox,blue,0.0,1.0,-9.82,-28.0,0.0,0.0,-100.0,-0.7,-2.77,16.67,6.71,31.43,-62.5,-5.0,13.0,-9.0,32.0,9.0,-41.0,0.0,2.54,-0.53,4.0,-0.22,0.0,0.45,-3.0,-1.0,-0.4,300
ERICK MONTANO,ENRIQUE MARIN,2015-11-21,Decision - Split,3.0,5:00,3 Rnd + OT (5-5-5-5),Ultimate Fighter Latin America 2 Welterweight Tournament Title Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,,red,0.0,14.0,14.48,33.0,0.0,-1.0,-46.0,19.44,-25.0,-34.55,14.85,-35.0,100.0,-2.0,1.0,1.0,5.0,-7.0,2.0,5.08,,1.36,11.0,-0.94,14.0,-0.21,-2.0,6.0,-1.0,300
ERIK PEREZ,TAYLOR LAPILUS,2015-11-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Bantamweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Southpaw,red,-1.0,8.0,35.32,50.0,-1.0,0.0,-430.0,6.18,-13.33,-50.0,-0.39,-50.0,80.0,-6.0,25.0,-20.0,-36.0,-4.0,38.0,5.08,-12.7,-0.61,-5.0,0.09,5.0,2.58,15.0,-12.0,-0.4,300
ANDRE FILI,GABRIEL BENITEZ,2015-11-21,KO/TKO,1.0,3:13,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Southpaw,blue,1.0,-4.0,-4.21,100.0,0.0,0.0,7.0,10.66,0.0,-25.0,-7.41,100.0,0.0,35.0,7.0,-42.0,-7.0,6.0,0.0,7.62,7.62,-0.49,-1.0,1.29,-21.0,2.07,-4.0,15.0,-1.0,193
BARTOSZ FABINSKI,HECTOR URBINA,2015-11-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Orthodox,blue,0.0,24.0,23.81,54.0,-3.0,0.0,795.0,24.66,0.0,0.0,48.21,-27.78,18.42,2.0,-2.0,0.0,20.0,-62.0,42.0,2.54,5.08,1.23,31.0,-1.09,14.0,7.08,69.0,42.0,-3.8,300
ENRIQUE BARZOLA,HORACIO GUTIERREZ,2015-11-21,Decision - Unanimous,3.0,5:00,3 Rnd + OT (5-5-5-5),Ultimate Fighter Latin America 2 Lightweight Tournament Title Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,,blue,0.0,27.0,42.72,55.0,0.0,0.0,661.0,29.21,85.71,50.0,31.25,33.33,52.63,21.0,15.0,-38.0,-45.0,-35.0,78.0,-7.62,,3.05,15.0,0.06,22.0,4.2,45.0,16.0,0.3,300
HENRY CEJUDO,JUSSIER FORMIGA,2015-11-21,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Flyweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Orthodox,blue,0.0,11.0,12.47,66.0,0.0,0.0,76.0,-0.72,12.21,-25.0,1.98,-4.27,0.0,-23.0,25.0,-4.0,-20.0,19.0,0.0,-2.54,-7.62,2.5,6.0,0.43,1.0,0.3,-2.0,6.0,-0.4,300
NEIL MAGNY,KELVIN GASTELUM,2015-11-21,Decision - Split,5.0,5:00,5 Rnd (5-5-5-5-5),Welterweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Southpaw,red,-2.0,-3.0,-4.95,-24.0,0.0,-1.0,-96.0,3.25,-19.04,-54.17,-7.48,24.75,30.0,13.0,7.0,-20.0,-7.0,13.0,-5.0,15.24,22.86,0.02,5.0,-1.47,-1.0,1.42,10.0,-3.0,0.2,300
RICARDO LAMAS,DIEGO SANCHEZ,2015-11-21,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Featherweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Southpaw,red,0.0,18.0,17.43,0.0,0.0,0.0,193.0,6.38,-10.23,87.1,21.95,8.1,0.0,-30.0,-18.0,47.0,19.0,-14.0,-5.0,-5.08,-2.54,0.44,10.0,-0.15,1.0,0.33,9.0,0.0,0.1,300
MICHEL PRAZERES,VALMIR LAZARO,2015-11-21,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Orthodox,blue,0.0,-3.0,-3.78,7.0,0.0,0.0,-88.0,-4.06,0.0,-14.29,-2.85,0.0,0.0,-10.0,6.0,6.0,0.0,0.0,0.0,-15.24,-15.24,-2.43,10.0,-1.6,-3.0,2.78,-4.0,-46.0,0.6,300
ALVARO HERRERA MENDOZA,VERNON RAMOS HO,2015-11-21,KO/TKO,1.0,0:30,3 Rnd (5-5-5),Welterweight Bout,UFC Fight Night: Magny vs Gastelum,"Monterrey, Nuevo Leon, Mexico",Orthodox,Orthodox,blue,1.0,19.0,19.44,0.0,0.0,0.0,1.0,44.44,0.0,-50.0,12.5,0.0,100.0,100.0,0.0,-100.0,-25.0,0.0,25.0,15.24,,-2.11,13.0,-4.6,0.0,0.0,0.0,33.0,1.1,30
GIAN VILLANTE,ANTHONY PEROSH,2015-11-14,KO/TKO,1.0,2:56,3 Rnd (5-5-5),Light Heavyweight Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Orthodox,Orthodox,blue,1.0,37.0,34.67,0.0,0.0,0.0,1.0,26.15,83.33,100.0,34.84,66.67,0.0,-37.0,26.0,10.0,-11.0,10.0,0.0,0.0,2.54,2.12,0.0,1.71,2.0,-1.57,1.0,50.0,-1.1,176
BEN NGUYEN,RYAN BENOIT,2015-11-14,Submission,1.0,2:35,3 Rnd (5-5-5),Flyweight Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Switch,Orthodox,red,0.0,45.0,37.38,0.0,2.0,0.0,137.0,36.66,100.0,100.0,38.89,100.0,62.5,-28.0,18.0,9.0,-55.0,9.0,45.0,0.0,-7.62,0.56,-1.0,-0.39,-1.0,-0.08,8.0,-7.0,0.5,155
DANIEL KELLY,STEVE MONTGOMERY,2015-11-14,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Middleweight Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Southpaw,Southpaw,red,0.0,12.0,21.71,38.0,0.0,0.0,473.0,17.67,14.29,25.0,7.71,-5.96,5.21,24.0,-24.0,0.0,-17.0,-17.0,34.0,-10.16,,-1.23,-1.0,0.52,14.0,1.86,34.0,14.0,0.3,300
JAKE MATTHEWS,AKBARH ARREOLA,2015-11-14,TKO - Doctor's Stoppage,2.0,5:00,3 Rnd (5-5-5),Lightweight Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Orthodox,Southpaw,red,-1.0,12.0,10.59,33.0,0.0,0.0,220.0,9.84,55.0,5.0,-0.75,75.0,4.84,7.0,2.0,-8.0,-30.0,4.0,25.0,2.54,5.08,1.04,-1.0,-1.43,4.0,0.29,-59.0,33.0,0.3,300
JAMES MOONTASRI,ANTON ZAFIR,2015-11-14,KO/TKO,1.0,4:36,3 Rnd (5-5-5),Welterweight Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Switch,Orthodox,red,1.0,-16.0,-20.98,-33.0,0.0,0.0,-167.0,-21.43,0.0,0.0,27.28,-21.43,-75.0,-2.0,-8.0,10.0,43.0,-20.0,-23.0,-2.54,,-0.6,-16.0,1.55,-12.0,-6.11,-60.0,79.0,0.2,276
JOANNA JEDRZEJCZYK,VALERIE LETOURNEAU,2015-11-14,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Strawweight Title Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Orthodox,Orthodox,red,0.0,17.0,15.48,-20.0,0.0,0.0,150.0,7.38,16.6,3.78,19.0,9.11,-100.0,-25.0,5.0,21.0,4.0,1.0,-4.0,-2.54,-7.62,1.79,11.0,-2.32,6.0,-0.49,17.0,15.0,-0.2,300
KYLE NOKE,PETER SOBOTTA,2015-11-14,KO/TKO,1.0,2:01,3 Rnd (5-5-5),Welterweight Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Southpaw,Southpaw,red,1.0,20.0,21.22,0.0,0.0,0.0,-14.0,3.33,50.0,88.89,19.05,0.0,54.55,-44.0,8.0,34.0,-53.0,0.0,52.0,2.54,2.54,1.09,10.0,-0.81,6.0,0.0,22.0,-11.0,0.3,121
MARK HUNT,ANTONIO SILVA,2015-11-14,KO/TKO,1.0,3:41,3 Rnd (5-5-5),Heavyweight Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Orthodox,Orthodox,red,1.0,14.0,15.48,0.0,0.0,0.0,2.0,20.52,60.0,16.67,13.73,0.0,100.0,36.0,-6.0,-30.0,-17.0,0.0,16.0,-15.24,-25.4,-0.08,-2.0,-0.19,1.0,-0.31,26.0,-2.0,-0.6,221
RICHARD WALSH,STEVE KENNEDY,2015-11-14,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Welterweight Bout,UFC 193: Rousey vs Holm,"Melbourne, Victoria, Australia",Orthodox,Orthodox,red,0.0,17.0,14.02,-37.0,0.0,0.0,6.0,11.97,18.42,-8.33,8.68,57.89,17.99,-19.0,6.0,13.0,-34.0,11.0,22.0,2.54,,1.56,11.0,-2.8,13.0,-0.96,7.0,66.0,0.2,300
