fighter_name,height,weight,reach,stance,date_of_birth,slpm,str_acc,sapm,str_def,takedowns_avg,takedowns_acc,takedowns_def,sub_avg,str_acc_num,takedowns_acc_num,weight_lbs,reach_inches
Jenel Lausa,"5' 5""",125 lbs.,"68""",Orthodox,1988-08-01,1.44,42%,3.53,53%,0.55,66%,51%,0.8,42.0,66.0,125.0,68.0
Joe Lauzon,"5' 10""",155 lbs.,"71""",Orthodox,1984-05-22,2.84,39%,5.39,54%,2.39,45%,54%,2.0,39.0,45.0,155.0,71.0
Chatt Lavender,"5' 8""",170 lbs.,,,1976-05-24,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Dan Lauzon,"5' 10""",155 lbs.,,Orthodox,1988-03-30,1.34,25%,4.09,61%,1.63,33%,80%,2.7,25.0,33.0,155.0,
Muhammed Lawal,"6' 0""",205 lbs.,"78""",Southpaw,1981-01-11,3.79,52%,1.61,66%,5.96,75%,87%,0.0,52.0,75.0,205.0,78.0
Tom Lawlor,"6' 0""",205 lbs.,"74""",Southpaw,1983-05-15,2.5,42%,2.41,60%,2.46,32%,57%,1.4,42.0,32.0,205.0,74.0
Justin Lawrence,"5' 8""",145 lbs.,"67""",Orthodox,1990-05-15,3.84,35%,2.83,67%,0.72,28%,73%,0.0,35.0,28.0,145.0,67.0
Lance Lawrence,"6' 1""",145 lbs.,"74""",Orthodox,1993-06-26,5.87,50%,9.8,24%,1.0,100%,50%,0.0,50.0,100.0,145.0,74.0
Robbie Lawler,"5' 11""",170 lbs.,"74""",Southpaw,1982-03-20,3.5,45%,4.16,60%,0.68,64%,64%,0.0,45.0,64.0,170.0,74.0
Lorenz Larkin,"5' 11""",170 lbs.,"72""",Orthodox,1986-09-03,3.53,46%,2.74,63%,0.27,42%,79%,0.1,46.0,42.0,170.0,72.0
Ronnie Lawrence,"5' 8""",135 lbs.,"68""",Switch,1992-06-13,3.8,58%,1.09,61%,10.86,76%,100%,0.5,58.0,76.0,135.0,68.0
Eric Lawson,"6' 0""",185 lbs.,,Orthodox,,1.58,57%,1.97,44%,8.88,42%,0%,3.0,57.0,42.0,185.0,
Valmir Lazaro,"6' 0""",155 lbs.,"73""",Orthodox,1985-08-15,4.87,37%,4.09,61%,1.33,40%,96%,0.0,37.0,40.0,155.0,73.0
Mounir Lazzez,"6' 1""",170 lbs.,"76""",Orthodox,1987-11-16,5.69,55%,4.78,45%,3.41,100%,60%,0.0,55.0,100.0,170.0,76.0
Cung Le,"5' 9""",185 lbs.,"70""",Southpaw,1972-05-25,4.36,48%,2.98,66%,1.37,71%,88%,0.3,48.0,71.0,185.0,70.0
Thanh Le,"5' 9""",145 lbs.,"74""",Orthodox,1985-08-28,1.97,40%,1.82,70%,0.0,0%,100%,0.0,40.0,0.0,145.0,74.0
Jordan Leavitt,"5' 9""",155 lbs.,"71""",Southpaw,1995-06-02,1.08,55%,0.43,75%,6.5,66%,0%,3.2,55.0,66.0,155.0,71.0
Jerome LeBanner,"6' 3""",265 lbs.,,Southpaw,1972-12-26,0.92,35%,1.03,37%,0.0,0%,50%,0.0,35.0,0.0,265.0,
Mickael Lebout,"5' 11""",155 lbs.,"73""",Orthodox,1987-08-16,2.6,34%,2.98,54%,0.0,0%,60%,0.0,34.0,0.0,155.0,73.0
Stephen Ledbetter,"5' 9""",145 lbs.,,Orthodox,1982-06-30,1.2,38%,1.6,57%,5.0,45%,100%,0.0,38.0,45.0,145.0,
Chris Leben,"5' 11""",185 lbs.,"73""",Southpaw,1980-07-21,2.87,42%,2.87,52%,1.14,41%,53%,0.8,42.0,41.0,185.0,73.0
James Lee,"5' 11""",205 lbs.,,Southpaw,1973-09-22,1.4,42%,3.72,27%,13.95,50%,0%,7.0,42.0,50.0,205.0,
Justin Ledet,"6' 4""",205 lbs.,"80""",Orthodox,1988-09-28,3.35,39%,4.82,49%,0.23,50%,42%,0.2,39.0,50.0,205.0,80.0
David Lee,"5' 10""",155 lbs.,,Orthodox,,1.49,50%,3.31,42%,0.0,0%,50%,0.0,50.0,0.0,155.0,
Eun Soo Lee,"6' 1""",215 lbs.,,Orthodox,1982-03-07,0.0,0%,3.05,60%,0.0,0%,50%,0.0,0.0,0.0,215.0,
Jackie Lee,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Tae Hyun Lee,"6' 6""",295 lbs.,,Orthodox,1975-01-17,1.37,31%,3.89,54%,5.15,100%,0%,0.0,31.0,100.0,295.0,
Tommy Lee,"5' 7""",145 lbs.,,Orthodox,1977-01-20,0.0,0%,0.3,75%,4.57,33%,0%,0.0,0.0,33.0,145.0,
Matt Lee,"5' 11""",155 lbs.,,Orthodox,,0.0,0%,9.68,21%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Imani Lee,,,,Orthodox,,0.0,0%,0.94,33%,0.0,0%,0%,0.0,0.0,0.0,,
Vaughan Lee,"5' 6""",125 lbs.,"66""",Orthodox,1982-10-15,3.47,47%,2.07,70%,0.81,33%,72%,1.0,47.0,33.0,125.0,66.0
Rocky Lee,"5' 9""",145 lbs.,,Orthodox,1987-04-08,2.47,51%,5.33,44%,1.0,10%,33%,0.0,51.0,10.0,145.0,
Andrea Lee,"5' 6""",125 lbs.,"69""",Orthodox,1989-02-11,5.58,49%,3.83,65%,1.67,45%,57%,0.5,49.0,45.0,125.0,69.0
Kevin Lee,"5' 9""",170 lbs.,"77""",Orthodox,1992-09-04,3.9,42%,3.23,51%,3.21,43%,75%,0.8,42.0,43.0,170.0,77.0
Ricky Legere Jr.,"5' 8""",170 lbs.,,,,1.07,41%,1.53,60%,5.0,41%,0%,0.0,41.0,41.0,170.0,
Sherron Leggett,"5' 8""",155 lbs.,,Southpaw,1978-10-27,2.86,51%,2.08,47%,5.19,80%,33%,0.0,51.0,80.0,155.0,
Cheyden Leialoha,"5' 8""",135 lbs.,"73""",Orthodox,1994-03-15,1.87,28%,3.2,53%,2.0,33%,71%,0.0,28.0,33.0,135.0,73.0
Stefan Leko,"6' 2""",215 lbs.,,Orthodox,1974-06-03,2.4,43%,6.17,68%,0.0,0%,0%,0.0,43.0,0.0,215.0,
Thales Leites,"6' 1""",185 lbs.,"78""",Orthodox,1981-09-06,2.13,40%,2.99,52%,2.1,27%,30%,1.1,40.0,27.0,185.0,78.0
Giacomo Lemos,"6' 3""",247 lbs.,"75""",Orthodox,1989-06-23,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,247.0,75.0
Christophe Leninger,"6' 0""",200 lbs.,,Southpaw,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,200.0,
Jean Francois Lenogue,"6' 0""",185 lbs.,,Orthodox,1972-11-29,1.13,34%,0.27,60%,0.0,0%,33%,0.0,34.0,0.0,185.0,
Gabe Lemley,"5' 8""",155 lbs.,,Orthodox,,0.82,35%,6.03,45%,0.0,0%,0%,0.0,35.0,0.0,155.0,
Amanda Lemos,"5' 4""",115 lbs.,"65""",Southpaw,1987-05-22,6.21,64%,5.39,45%,1.98,100%,100%,0.5,64.0,100.0,115.0,65.0
Jesse Lennox,"5' 9""",170 lbs.,"72""",Orthodox,1982-03-10,2.69,32%,3.2,64%,1.22,66%,63%,0.3,32.0,66.0,170.0,72.0
Alberta Cerra Leon,"5' 8""",238 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,238.0,
Nik Lentz,"5' 8""",145 lbs.,"68""",Orthodox,1984-08-13,3.44,47%,3.25,50%,3.3,32%,43%,1.2,47.0,32.0,145.0,68.0
Anthony Leone,"5' 6""",135 lbs.,,Orthodox,1987-05-27,1.94,53%,2.52,56%,1.72,18%,0%,0.0,53.0,18.0,135.0,
Chad Leonhardt,"6' 0""",170 lbs.,,,1980-02-19,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Victoria Leonardo,"5' 5""",125 lbs.,"64""",Orthodox,1990-02-16,3.4,37%,4.15,47%,2.39,37%,0%,0.0,37.0,37.0,125.0,64.0
Michael Lerma,,,,,,0.0,0%,6.47,45%,0.0,0%,0%,0.0,0.0,0.0,,
Kimo Leopoldo,"6' 3""",235 lbs.,,Orthodox,1968-01-05,0.76,83%,2.12,30%,4.55,100%,0%,2.3,83.0,100.0,235.0,
Lukasz Les,,170 lbs.,,,1981-11-05,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Frank Lester,"5' 11""",170 lbs.,,Orthodox,1984-06-10,2.18,36%,3.82,53%,0.0,0%,0%,0.0,36.0,0.0,170.0,
Brock Lesnar,"6' 3""",265 lbs.,"81""",Orthodox,1977-07-12,3.53,72%,2.11,50%,3.9,55%,60%,0.5,72.0,55.0,265.0,81.0
Justin Levens,"5' 11""",185 lbs.,,Orthodox,1980-04-18,1.24,47%,3.15,37%,1.69,50%,33%,5.1,47.0,50.0,185.0,
Valerie Letourneau,"5' 7""",115 lbs.,"68""",Orthodox,1983-04-29,4.51,37%,5.4,58%,0.77,45%,66%,0.3,37.0,45.0,115.0,68.0
Leah Letson,"5' 7""",145 lbs.,"71""",,1992-08-21,4.87,40%,3.8,63%,0.0,0%,100%,0.0,40.0,0.0,145.0,71.0
Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,1982-07-17,2.55,64%,3.7,37%,3.89,36%,83%,0.6,64.0,36.0,155.0,70.0
David Levicki,"6' 5""",275 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,275.0,
Kyle Levinton,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Natan Levy,"5' 9""",155 lbs.,"71""",Southpaw,1991-09-30,1.65,60%,0.82,57%,2.75,100%,100%,2.8,60.0,100.0,155.0,71.0
John Lewis,"6' 0""",155 lbs.,,Southpaw,,0.0,0%,4.0,66%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Chi Lewis-Parry,"6' 9""",243 lbs.,,,1983-08-10,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,243.0,
Derrick Lewis,"6' 3""",260 lbs.,"79""",Orthodox,1985-02-07,2.59,50%,2.16,44%,0.52,26%,54%,0.0,50.0,26.0,260.0,79.0
Bevon Lewis,"6' 3""",185 lbs.,"79""",Orthodox,1991-05-05,3.73,43%,2.67,54%,0.0,0%,66%,0.0,43.0,0.0,185.0,79.0
Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,1988-03-20,4.52,42%,3.65,59%,1.28,39%,59%,0.0,42.0,39.0,170.0,71.0
Sam Liera,,,,,,0.82,60%,7.36,51%,0.0,0%,66%,0.0,60.0,0.0,,
Zach Light,"5' 8""",170 lbs.,,Orthodox,1974-02-06,0.81,33%,1.9,48%,1.36,100%,0%,0.0,33.0,100.0,170.0,
Chuck Liddell,"6' 2""",205 lbs.,"76""",Orthodox,1969-12-17,2.97,35%,2.71,56%,0.44,75%,81%,0.0,35.0,75.0,205.0,76.0
Scott Lighty,"6' 2""",205 lbs.,,,1978-10-15,2.91,21%,4.24,49%,0.0,0%,0%,0.0,21.0,0.0,205.0,
Chris Liguori,"5' 9""",185 lbs.,,Orthodox,,0.29,33%,1.44,0%,0.0,0%,50%,0.0,33.0,0.0,185.0,
Jae Suk Lim,"5' 9""",170 lbs.,,Orthodox,1979-11-09,2.43,50%,4.05,37%,12.16,100%,100%,0.0,50.0,100.0,170.0,
Hyun Gyu Lim,"6' 3""",170 lbs.,"77""",Orthodox,1985-01-16,4.45,41%,5.07,51%,0.23,100%,73%,0.2,41.0,100.0,170.0,77.0
Juliana Lima,"5' 5""",115 lbs.,"65""",Orthodox,1982-03-15,1.94,44%,2.11,55%,1.72,31%,70%,0.0,44.0,31.0,115.0,65.0
Douglas Lima,"6' 1""",170 lbs.,,,1988-01-05,1.92,36%,2.84,60%,0.6,100%,46%,0.0,36.0,100.0,170.0,
Dhiego Lima,"6' 2""",170 lbs.,"75""",Orthodox,1989-01-31,3.14,38%,3.93,59%,1.38,42%,73%,0.7,38.0,42.0,170.0,75.0
Mabelly Lima,"5' 2""",135 lbs.,,Orthodox,1994-01-25,3.07,63%,5.67,44%,0.0,0%,100%,0.0,63.0,0.0,135.0,
Jess Liaudin,"5' 9""",170 lbs.,"72""",Orthodox,,2.46,51%,2.76,41%,3.28,53%,30%,1.6,51.0,53.0,170.0,72.0
Miguel Linares,,,,,,6.51,50%,8.84,36%,0.0,0%,0%,0.0,50.0,0.0,,
Jake Lindsey,"5' 11""",155 lbs.,,Switch,1986-06-21,3.44,52%,4.01,46%,0.65,33%,50%,0.0,52.0,33.0,155.0,
Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,1970-05-17,2.62,50%,1.56,52%,3.01,48%,60%,1.3,50.0,48.0,185.0,74.0
John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,1990-06-12,5.36,40%,4.27,56%,0.56,58%,67%,0.6,40.0,58.0,135.0,67.0
Philipe Lins,"6' 2""",240 lbs.,"78""",Orthodox,1985-08-17,2.66,40%,3.68,49%,0.0,0%,0%,0.0,40.0,0.0,240.0,78.0
Lucio Linhares,"6' 2""",185 lbs.,,Orthodox,1973-12-08,0.99,22%,3.47,34%,1.86,50%,50%,1.9,22.0,50.0,185.0,
Donnie Liles,"5' 9""",170 lbs.,,Orthodox,,2.25,41%,1.75,65%,2.5,28%,0%,1.2,41.0,28.0,170.0,
Ariane Lipski,"5' 6""",125 lbs.,"67""",Orthodox,1994-01-26,3.03,32%,4.45,48%,0.27,25%,45%,0.5,32.0,25.0,125.0,67.0
Wesley Little,"6' 4""",205 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Abner Lloveras,"5' 11""",155 lbs.,,,1982-09-04,6.27,49%,6.87,43%,2.0,20%,0%,0.0,49.0,20.0,155.0,
Brian Lo-A-Njoe,"5' 7""",155 lbs.,,Orthodox,,3.87,42%,0.0,0%,0.0,0%,66%,0.0,42.0,0.0,155.0,
Dean Lister,"6' 1""",185 lbs.,"75""",Orthodox,1976-02-13,1.26,35%,1.89,61%,1.58,15%,50%,1.1,35.0,15.0,185.0,75.0
John Lober,"5' 11""",199 lbs.,,Orthodox,1968-02-26,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,199.0,
Artem Lobov,"5' 9""",145 lbs.,"65""",Southpaw,1986-08-11,3.52,41%,4.82,50%,0.39,25%,52%,0.0,41.0,25.0,145.0,65.0
Dylan Lockard,"5' 9""",145 lbs.,"72""",Orthodox,1992-05-19,1.31,53%,3.31,52%,2.31,40%,28%,1.2,53.0,40.0,145.0,72.0
Sean Loeffler,"6' 3""",185 lbs.,,Orthodox,1982-05-23,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Michael Lombardo,"6' 0""",170 lbs.,"72""",Orthodox,1990-04-03,1.47,62%,2.63,31%,2.5,21%,60%,0.0,62.0,21.0,170.0,72.0
David Loiseau,"6' 0""",185 lbs.,"76""",Orthodox,1979-12-17,1.59,44%,3.64,43%,0.43,42%,36%,0.1,44.0,42.0,185.0,76.0
Christian Lohsen,"6' 2""",155 lbs.,"77""",Southpaw,1995-01-24,5.27,49%,6.93,44%,0.0,0%,0%,2.0,49.0,0.0,155.0,77.0
Hector Lombard,"5' 9""",185 lbs.,"71""",Southpaw,1978-02-02,3.02,46%,3.35,53%,1.69,48%,77%,0.5,46.0,48.0,185.0,71.0
Austin Lingo,"5' 10""",145 lbs.,"70""",Orthodox,1994-07-10,3.57,44%,3.17,62%,1.0,66%,76%,0.0,44.0,66.0,145.0,70.0
Rocky Long,,145 lbs.,,,1978-02-18,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Thomas Longacre,"5' 9""",145 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Loma Lookboonmee,"5' 1""",115 lbs.,"61""",Orthodox,1996-01-18,5.16,55%,3.09,59%,0.67,25%,72%,0.0,55.0,25.0,115.0,61.0
Lucas Lopes,"6' 2""",185 lbs.,,,1979-10-05,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Ivan Lopez,"5' 6""",135 lbs.,,Southpaw,,0.9,26%,2.24,65%,0.0,0%,30%,0.0,26.0,0.0,135.0,
Dileno Lopes,"5' 5""",135 lbs.,,,1984-09-26,2.37,36%,3.33,53%,2.5,31%,100%,1.5,36.0,31.0,135.0,
Federico Lopez,"5' 4""",139 lbs.,,Orthodox,,1.78,23%,5.35,30%,0.0,0%,0%,0.0,23.0,0.0,139.0,
Steve Lopez,"5' 11""",155 lbs.,,Orthodox,1984-07-30,1.39,24%,2.69,62%,0.0,0%,37%,0.0,24.0,0.0,155.0,
Jorge Lopez,"5' 10""",170 lbs.,,Orthodox,1988-11-21,2.47,59%,2.57,50%,3.5,41%,81%,0.0,59.0,41.0,170.0,
Christopher Lopez,"5' 10""",170 lbs.,,,1986-01-30,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Gustavo Lopez,"5' 5""",135 lbs.,"67""",Orthodox,1989-06-27,2.24,41%,4.65,51%,1.07,50%,27%,0.5,41.0,50.0,135.0,67.0
Matthew Lopez,"5' 7""",135 lbs.,"69""",Southpaw,1987-01-21,3.13,50%,3.73,55%,3.32,60%,71%,1.3,50.0,60.0,135.0,69.0
Nate Loughran,"6' 2""",185 lbs.,,Orthodox,1980-07-28,1.81,40%,4.11,59%,0.0,0%,0%,2.1,40.0,0.0,185.0,
Brendan Loughnane,"5' 10""",145 lbs.,"70""",Switch,1989-12-05,6.23,63%,6.7,53%,1.5,30%,92%,0.0,63.0,30.0,145.0,70.0
Benito Lopez,"5' 10""",135 lbs.,"73""",Switch,1994-04-06,4.49,44%,4.8,58%,0.0,0%,78%,0.3,44.0,0.0,135.0,73.0
Rashard Lovelace,,155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Ian Loveland,"5' 8""",145 lbs.,,Orthodox,1983-09-07,2.71,40%,2.36,64%,1.0,37%,69%,0.3,40.0,37.0,145.0,
Waylon Lowe,"5' 7""",145 lbs.,,Southpaw,1980-10-31,1.88,55%,2.4,53%,4.47,55%,83%,0.3,55.0,55.0,145.0,
Jakob Lovstad,"6' 3""",205 lbs.,,Orthodox,,0.0,0%,9.43,35%,0.0,0%,0%,0.0,0.0,0.0,205.0,
Brandon Lowe,,155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Matt Lucas,"6' 1""",205 lbs.,,,,1.27,48%,3.93,40%,1.0,10%,0%,0.0,48.0,10.0,205.0,
Robert Lucarelli,"6' 2""",245 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,245.0,
Cleber Luciano,"5' 6""",155 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,155.0,
Joe Lowry,"5' 11""",155 lbs.,"73""",Orthodox,1989-12-12,3.97,34%,4.25,63%,0.0,0%,0%,0.0,34.0,0.0,155.0,73.0
Duane Ludwig,"5' 10""",170 lbs.,"70""",Orthodox,1978-08-04,4.62,44%,3.05,57%,0.43,25%,59%,0.1,44.0,25.0,170.0,70.0
Alexandru Lungu,"6' 0""",385 lbs.,,Orthodox,1974-09-03,3.61,66%,7.22,40%,0.0,0%,0%,0.0,66.0,0.0,385.0,
Thaddeus Luster,"6' 3""",210 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,210.0,
Dalcha Lungiambula,"5' 8""",185 lbs.,"76""",Orthodox,1987-07-31,1.85,50%,2.27,43%,2.07,50%,75%,0.0,50.0,50.0,185.0,76.0
Mike Lullo,"5' 8""",145 lbs.,,Orthodox,1979-07-24,2.48,36%,4.84,40%,1.18,11%,0%,0.6,36.0,11.0,145.0,
Travis Lutter,"5' 11""",185 lbs.,"75""",Orthodox,1973-05-12,0.41,32%,2.42,42%,1.95,24%,30%,0.7,32.0,24.0,185.0,75.0
Tucker Lutz,"5' 8""",155 lbs.,"72""",Orthodox,1994-07-12,4.33,49%,2.8,47%,2.0,57%,81%,0.5,49.0,57.0,155.0,72.0
Vicente Luque,"5' 11""",170 lbs.,"75""",Orthodox,1991-11-27,5.72,53%,5.82,52%,0.68,50%,64%,0.8,53.0,50.0,170.0,75.0
Lv Zhenhong,"5' 8""",145 lbs.,"67""",Switch,1993-06-25,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,67.0
Stevie Lynch,"5' 10""",170 lbs.,,Orthodox,,2.47,25%,7.06,41%,0.0,0%,0%,0.0,25.0,0.0,170.0,
Adam Lynn,"5' 10""",155 lbs.,,Orthodox,,1.47,63%,6.95,10%,0.0,0%,50%,0.0,63.0,0.0,155.0,
Chris Lytle,"5' 11""",170 lbs.,"68""",Orthodox,1974-08-18,3.76,45%,3.03,58%,0.7,55%,55%,2.4,45.0,55.0,170.0,68.0
Dong Hyun Ma,"5' 11""",155 lbs.,"70""",Orthodox,1988-09-09,2.84,41%,4.1,54%,1.27,53%,33%,0.0,41.0,53.0,155.0,70.0
William Macario,"5' 11""",170 lbs.,"75""",Orthodox,1991-07-01,4.92,54%,3.96,65%,1.85,45%,78%,0.0,54.0,45.0,170.0,75.0
Jason MacDonald,"6' 3""",185 lbs.,"80""",Orthodox,1975-06-03,1.55,52%,2.7,46%,1.43,16%,35%,2.0,52.0,16.0,185.0,80.0
Rob MacDonald,"6' 3""",205 lbs.,"78""",Orthodox,1978-09-05,1.8,50%,2.04,46%,7.19,80%,80%,5.4,50.0,80.0,205.0,78.0
Rory MacDonald,"6' 0""",170 lbs.,"76""",Orthodox,1989-07-22,3.75,42%,2.8,62%,1.77,47%,88%,0.4,42.0,47.0,170.0,76.0
Ryan MacDonald,"5' 11""",135 lbs.,"71""",Switch,1993-03-18,2.28,29%,6.49,45%,0.0,0%,0%,0.0,29.0,0.0,135.0,71.0
Veronica Macedo,"5' 4""",125 lbs.,"64""",Southpaw,1995-10-30,3.13,39%,5.06,43%,0.57,18%,46%,0.6,39.0,18.0,125.0,64.0
Clayton MacFarlane,,170 lbs.,,,,1.33,52%,1.82,55%,1.05,33%,37%,0.0,52.0,33.0,170.0,
War Machine,"5' 11""",170 lbs.,,Orthodox,1981-11-30,2.32,60%,3.17,43%,1.16,50%,40%,0.0,60.0,50.0,170.0,
Anthony Macias,"5' 9""",185 lbs.,,Switch,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,185.0,
Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,1978-05-30,2.59,53%,1.57,61%,1.21,65%,75%,0.4,53.0,65.0,185.0,74.0
Ryan Madigan,"6' 0""",170 lbs.,,Orthodox,,0.0,0%,3.35,47%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Pauline Macias,"5' 4""",115 lbs.,"64""",Southpaw,1988-06-27,0.8,29%,4.6,42%,2.0,18%,0%,0.0,29.0,18.0,115.0,64.0
Don Madge,"6' 0""",155 lbs.,"72""",Southpaw,1990-11-12,2.08,52%,0.74,67%,2.22,25%,80%,0.7,52.0,25.0,155.0,72.0
Ilima Macfarlane,"5' 4""",125 lbs.,,,,4.13,43%,2.93,65%,0.0,0%,50%,1.0,43.0,0.0,125.0,
Mark Madsen,"5' 8""",155 lbs.,"72""",Orthodox,1984-09-23,2.28,42%,2.53,46%,8.33,64%,0%,0.0,42.0,64.0,155.0,72.0
Jon Madsen,"6' 0""",240 lbs.,"72""",Orthodox,1980-02-12,2.46,41%,1.18,81%,1.32,71%,70%,0.0,41.0,71.0,240.0,72.0
Yoshiro Maeda,"5' 7""",139 lbs.,"68""",Southpaw,1981-10-31,2.36,33%,2.55,63%,2.93,51%,50%,0.7,33.0,51.0,139.0,68.0
Vinicius Magalhaes,,145 lbs.,,,1971-07-30,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Vinny Magalhaes,"6' 3""",205 lbs.,"75""",Orthodox,1984-07-02,2.14,24%,3.97,68%,1.55,44%,66%,0.8,24.0,44.0,205.0,75.0
Bernardo Magalhaes,"5' 9""",155 lbs.,,Orthodox,1981-04-08,1.8,27%,3.37,68%,0.0,0%,0%,0.5,27.0,0.0,155.0,
Eric Magana,,,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,,
Caio Magalhaes,"6' 1""",185 lbs.,"73""",Orthodox,1987-12-14,2.27,40%,2.78,56%,1.05,15%,58%,1.6,40.0,15.0,185.0,73.0
Brandon Magana,,170 lbs.,,Orthodox,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,170.0,
Reza Madadi,"5' 11""",155 lbs.,"73""",Orthodox,1978-06-20,2.51,46%,3.31,66%,3.17,33%,89%,0.5,46.0,33.0,155.0,73.0
Angela Magana,"5' 1""",115 lbs.,"65""",Orthodox,1983-08-02,1.53,28%,4.92,42%,0.4,25%,28%,0.4,28.0,25.0,115.0,65.0
Neil Magny,"6' 3""",170 lbs.,"80""",Orthodox,1987-08-03,3.67,47%,2.05,56%,2.46,45%,57%,0.3,47.0,45.0,170.0,80.0
Rashid Magomedov,"5' 9""",155 lbs.,"70""",Orthodox,1984-11-29,4.4,49%,3.05,54%,0.67,57%,89%,0.2,49.0,57.0,155.0,70.0
Ruslan Magomedov,"6' 3""",242 lbs.,"78""",Orthodox,1986-11-26,4.02,47%,1.47,66%,0.33,100%,88%,0.0,47.0,100.0,242.0,78.0
Ibragim Magomedov,"6' 0""",250 lbs.,,Orthodox,,0.26,4%,3.86,42%,0.0,0%,0%,0.0,4.0,0.0,250.0,
John Maguire,"5' 9""",155 lbs.,"69""",Southpaw,1983-05-19,1.41,41%,2.44,65%,2.8,46%,77%,1.1,41.0,46.0,155.0,69.0
Zabit Magomedsharipov,"6' 1""",145 lbs.,"73""",Orthodox,1991-03-01,4.89,48%,3.0,64%,5.22,56%,77%,0.8,48.0,56.0,145.0,73.0
Lolohea Mahe,,,,,,1.71,29%,6.92,40%,2.44,40%,0%,0.0,29.0,40.0,,
Leonardo Mafra,"5' 10""",155 lbs.,"70""",Orthodox,1989-04-25,4.55,48%,4.38,43%,2.12,83%,69%,0.4,48.0,83.0,155.0,70.0
Michelle Maher,,145 lbs.,,,,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,145.0,
Bill Mahood,"6' 3""",200 lbs.,,Orthodox,1967-02-01,1.54,85%,3.59,17%,0.0,0%,0%,3.9,85.0,0.0,200.0,
Levan Makashvili,"5' 8""",145 lbs.,"68""",Orthodox,1989-01-07,2.87,54%,2.07,61%,3.67,42%,85%,0.0,54.0,42.0,145.0,68.0
Jennifer Maia,"5' 4""",125 lbs.,"64""",Orthodox,1988-10-06,3.34,39%,3.52,52%,0.34,50%,56%,0.2,39.0,50.0,125.0,64.0
Klayton Mai,"5' 9""",125 lbs.,,,1986-11-30,1.53,42%,1.02,63%,3.83,100%,0%,7.7,42.0,100.0,125.0,
John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,1985-05-03,5.36,51%,3.76,70%,0.0,0%,88%,0.0,51.0,0.0,155.0,68.0
Demian Maia,"6' 1""",170 lbs.,"72""",Southpaw,1977-11-06,1.82,43%,2.03,63%,2.55,26%,61%,1.0,43.0,26.0,170.0,72.0
Aliev Makhmud,"5' 6""",195 lbs.,,Southpaw,1970-02-13,1.12,30%,2.24,36%,2.1,50%,0%,0.0,30.0,50.0,195.0,
Islam Makhachev,"5' 10""",155 lbs.,"70""",Southpaw,1991-10-27,2.0,56%,0.77,70%,3.46,68%,93%,1.0,56.0,68.0,155.0,70.0
